catagory,date_time,duration,distance_in_km,pickup_by_postcode,dropoff_by_postcode,fare_euro,service_fee_euro,tax,earnings_euro,third_parties,tip,promotion,hour,day_name
Saver,2023-12-20 18:20:00,0:14:59,4.44,1053,1081,10.63,2.02,0.42,8.19,0.0,0.0,0.0,18,Wednesday
UberX,2023-12-20 18:54:00,0:00:00,0.0,1082,1082,9.0,2.25,0.47,6.28,0.0,0.0,0.0,18,Wednesday
Priority,2023-12-20 19:02:00,0:07:57,4.34,1083,1181,14.24,3.56,0.75,9.93,0.0,0.0,0.0,19,Wednesday
Saver,2023-12-21 08:45:00,0:24:43,16.02,1186,1043,26.03,4.95,1.04,20.04,0.0,0.0,0.0,8,Thursday
Saver,2023-12-21 09:29:00,0:14:10,8.29,1055,1082,14.68,2.79,0.59,11.3,0.0,0.0,0.0,9,Thursday
Saver,2023-12-21 10:15:00,0:18:05,7.1,1083,1091,12.59,2.39,0.5,9.7,0.0,0.0,0.0,10,Thursday
Saver,2023-12-21 10:36:00,0:14:59,10.58,1092,1081,16.49,3.13,0.66,12.7,0.0,0.0,0.0,10,Thursday
UberX,2023-12-21 11:25:00,0:17:05,8.89,1081,1187,21.52,5.38,1.13,15.01,0.0,0.0,0.0,11,Thursday
Saver,2023-12-21 13:34:00,0:14:42,7.01,1186,1076,14.88,2.83,0.59,11.46,0.0,0.0,0.0,13,Thursday
UberX,2023-12-21 13:50:00,0:11:18,3.33,1076,1072,10.39,2.6,0.55,7.24,0.0,0.0,65.0,13,Thursday
UberX,2023-12-21 14:11:00,0:03:55,1.04,1077,1072,9.0,2.25,0.47,6.28,0.0,0.0,0.0,14,Thursday
UberX,2023-12-21 14:29:00,0:24:41,9.04,1072,1101,19.27,4.82,1.01,13.44,0.0,0.0,0.0,14,Thursday
Saver,2023-12-21 15:02:00,0:19:10,7.66,1102,1071,16.13,3.06,0.64,12.43,0.0,0.0,0.0,15,Thursday
UberX,2023-12-21 15:28:00,0:04:57,1.62,1072,1077,9.04,2.26,0.47,6.31,0.0,0.0,0.0,15,Thursday
Saver,2023-12-22 15:46:00,0:28:27,17.41,1185,1091,32.1,6.1,1.28,24.72,0.0,0.0,0.0,15,Friday
UberX,2023-12-22 16:19:00,0:07:52,1.6,1091,1097,9.5,2.38,0.5,6.62,0.0,0.0,0.0,16,Friday
Saver,2023-12-22 16:26:00,0:08:51,2.69,1098,1111,10.29,1.96,0.41,7.92,0.0,0.0,0.0,16,Friday
UberX,2023-12-22 16:43:00,0:08:39,4.41,1112,1102,13.02,3.26,0.68,9.08,0.0,0.0,0.0,16,Friday
Saver,2023-12-22 16:58:00,0:24:15,21.32,1101,1033,32.92,6.25,1.31,25.36,0.0,0.0,0.0,16,Friday
UberX,2023-12-22 17:30:00,0:11:16,10.38,1033,1011,23.36,5.84,1.23,16.29,0.0,0.0,0.0,17,Friday
UberX,2023-12-22 17:48:00,0:12:30,3.36,1011,1011,15.52,3.88,0.81,10.83,0.0,0.0,0.0,17,Friday
UberX,2023-12-22 18:08:00,0:08:35,1.58,1013,1012,13.69,3.42,0.72,9.55,0.0,0.0,0.0,18,Friday
UberX,2023-12-22 18:21:00,0:07:35,2.17,1052,1012,9.92,2.48,0.52,6.92,0.0,0.0,0.0,18,Friday
UberX,2023-12-22 18:40:00,0:15:20,7.4,1016,1066,19.17,4.79,1.01,13.37,0.0,0.0,0.0,18,Friday
Saver,2023-12-22 19:00:00,0:10:00,7.85,1066,1078,15.35,2.92,0.61,11.82,0.0,0.0,0.0,19,Friday
Saver,2023-12-22 19:11:00,0:13:08,4.39,1072,1058,14.19,2.7,0.57,10.92,0.0,0.0,0.0,19,Friday
UberX,2023-12-22 19:34:00,0:07:07,2.61,1058,1076,12.02,3.01,0.63,8.38,0.0,0.0,0.0,19,Friday
Saver,2023-12-22 19:38:00,0:18:25,12.8,1076,1012,25.6,4.86,1.02,21.72,0.0,2.0,0.0,19,Friday
UberX,2023-12-22 20:05:00,0:11:43,5.37,1012,1019,14.32,3.58,0.75,9.99,0.0,0.0,0.0,20,Friday
UberX,2023-12-22 20:20:00,0:11:46,6.28,1019,1087,16.83,4.21,0.88,11.74,0.0,0.0,0.0,20,Friday
Saver,2023-12-22 22:09:00,0:11:41,6.9,1087,1018,14.88,2.83,0.59,11.46,0.0,0.0,0.0,22,Friday
Saver,2023-12-22 22:18:00,0:06:27,2.95,1018,1019,8.96,1.7,0.36,6.9,0.0,0.0,0.0,22,Friday
Saver,2023-12-22 22:40:00,0:06:33,3.6,1019,1013,12.24,2.33,0.49,9.42,0.0,0.0,0.0,22,Friday
UberX,2023-12-22 22:59:00,0:07:02,2.75,1052,1017,10.71,2.68,0.56,7.47,0.0,0.0,0.0,22,Friday
Saver,2023-12-22 23:16:00,0:10:22,3.95,1054,1012,14.67,2.79,0.59,11.29,0.0,0.0,0.0,23,Friday
UberX,2023-12-22 23:40:00,0:13:19,6.53,1016,1018,17.28,4.32,0.91,12.05,0.0,0.0,0.0,23,Friday
Saver,2023-12-22 23:55:00,0:14:44,8.44,1019,1043,18.33,3.48,0.73,14.12,0.0,0.0,0.0,23,Friday
Saver,2023-12-23 00:17:00,0:15:34,9.53,1043,1093,18.2,3.46,0.73,14.01,0.0,0.0,0.0,0,Saturday
Saver,2023-12-23 00:28:00,0:11:17,7.92,1092,1103,15.57,2.96,0.62,11.99,0.0,0.0,0.0,0,Saturday
UberX,2023-12-23 00:49:00,0:12:57,9.74,1112,1083,20.25,5.06,1.06,14.13,0.0,0.0,0.0,0,Saturday
Saver,2023-12-23 01:14:00,0:06:27,5.23,1083,1096,11.74,2.23,0.47,9.04,0.0,0.0,0.0,1,Saturday
Saver,2023-12-23 01:34:00,0:15:31,6.18,1097,1015,15.58,2.96,0.62,12.0,0.0,0.0,0.0,1,Saturday
UberX,2023-12-23 02:01:00,0:09:08,3.06,1013,1017,11.61,2.9,0.61,8.1,0.0,0.0,0.0,2,Saturday
UberX,2023-12-23 02:15:00,0:00:00,0.0,1054,1054,9.5,2.38,0.5,6.62,0.0,0.0,0.0,2,Saturday
UberX,2023-12-23 02:19:00,0:16:19,6.69,1016,1067,18.51,4.63,0.97,12.91,0.0,0.0,0.0,2,Saturday
UberX,2023-12-23 02:48:00,0:12:19,10.95,1043,1076,21.43,5.36,1.13,14.94,0.0,0.0,0.0,2,Saturday
Saver,2023-12-23 03:09:00,0:10:37,4.16,1075,1073,10.87,2.07,0.43,9.37,0.0,1.0,0.0,3,Saturday
UberX,2023-12-23 03:27:00,0:10:18,4.88,1017,1082,14.34,3.59,0.75,10.0,0.0,0.0,0.0,3,Saturday
UberX,2023-12-23 16:20:00,0:08:00,3.43,1181,1082,12.14,3.04,0.64,8.46,0.0,0.0,0.0,16,Saturday
Saver,2023-12-23 16:33:00,0:26:51,5.6,1076,1015,17.71,3.36,0.71,13.64,0.0,0.0,0.0,16,Saturday
UberX,2023-12-23 17:30:00,0:06:33,2.37,1053,1051,11.13,2.78,0.58,9.77,0.0,2.0,0.0,17,Saturday
Saver,2023-12-23 17:54:00,0:11:19,3.08,1051,1016,9.6,1.82,0.38,9.4,0.0,2.0,0.0,17,Saturday
UberX,2023-12-23 18:24:00,0:08:01,2.25,1017,1077,11.17,2.79,0.59,7.79,0.0,0.0,0.0,18,Saturday
Saver,2023-12-23 18:43:00,0:10:09,2.76,1071,1017,10.34,1.96,0.41,7.97,0.0,0.0,0.0,18,Saturday
UberX,2023-12-23 19:05:00,0:07:54,2.05,1017,1015,10.58,2.65,0.56,7.37,0.0,0.0,0.0,19,Saturday
Saver,2023-12-23 19:17:00,0:09:37,3.84,1051,1057,10.27,1.95,0.41,7.91,0.0,0.0,0.0,19,Saturday
Saver,2023-12-23 19:44:00,0:08:23,4.68,1061,1014,12.27,2.33,0.49,9.45,0.0,0.0,0.0,19,Saturday
Saver,2023-12-23 20:01:00,0:15:39,4.53,1013,1072,12.73,2.42,0.51,9.8,0.0,0.0,0.0,20,Saturday
Saver,2023-12-23 20:29:00,0:10:54,4.67,1071,1057,12.25,2.33,0.49,11.43,0.0,2.0,0.0,20,Saturday
UberX,2023-12-23 21:46:00,0:04:18,1.36,1061,1057,9.5,2.38,0.5,6.62,0.0,0.0,0.0,21,Saturday
UberX,2023-12-23 22:09:00,0:11:13,4.43,1053,1011,17.72,4.43,0.93,12.36,0.0,0.0,0.0,22,Saturday
UberX,2023-12-23 22:36:00,0:18:40,14.05,1012,1082,28.87,7.22,1.52,20.13,0.0,0.0,0.0,22,Saturday
UberX,2023-12-23 23:43:00,0:11:32,4.49,1072,1092,14.23,3.56,0.75,9.92,0.0,0.0,0.0,23,Saturday
Saver,2023-12-24 00:07:00,0:17:09,15.47,1091,1061,22.49,4.27,0.9,19.32,0.0,2.0,0.0,0,Sunday
UberX,2023-12-24 00:40:00,0:04:18,1.7,1064,1057,9.5,2.38,0.5,6.62,0.0,0.0,0.0,0,Sunday
UberX,2023-12-24 22:09:00,0:11:13,4.43,1053,1011,17.72,4.43,0.93,12.36,0.0,0.0,0.0,22,Sunday
UberX,2023-12-24 22:36:00,0:18:40,14.05,1012,1082,28.87,7.22,1.52,20.13,0.0,0.0,0.0,22,Sunday
UberX,2023-12-24 11:43:00,0:11:32,4.49,1072,1092,14.23,3.56,0.75,9.92,0.0,0.0,0.0,11,Sunday
Saver,2023-12-24 00:07:00,0:17:09,15.47,1091,1061,22.49,4.27,0.9,19.32,0.0,2.0,0.0,0,Sunday
UberX,2023-12-24 00:40:00,0:04:18,1.7,1064,1057,9.5,2.38,0.5,6.62,0.0,0.0,0.0,0,Sunday
Saver,2023-12-24 00:47:00,0:07:51,2.68,1057,1054,8.5,1.62,0.34,6.54,0.0,0.0,0.0,0,Sunday
UberX,2023-12-24 01:18:00,0:14:31,7.58,1054,1181,19.14,4.79,1.01,13.34,0.0,0.0,0.0,1,Sunday
UberX,2023-12-24 01:35:00,0:25:41,9.15,1183,1012,23.28,5.82,1.22,26.24,0.0,10.0,0.0,1,Sunday
UberX,2023-12-24 02:17:00,0:09:09,3.07,1016,1077,13.22,3.31,0.7,9.21,0.0,0.0,0.0,2,Sunday
UberX,2023-12-24 02:31:00,0:14:13,5.79,1053,1013,17.03,4.26,0.89,11.88,0.0,0.0,0.0,2,Sunday
Saver,2023-12-24 02:55:00,0:07:00,3.47,1013,1056,10.34,1.96,0.41,7.97,0.0,0.0,0.0,2,Sunday
Saver,2023-12-24 03:08:00,0:06:37,4.87,1056,1066,10.19,1.94,0.41,7.84,0.0,0.0,0.0,3,Sunday
UberX,2023-12-24 03:20:00,0:08:01,5.07,1059,1056,13.92,3.48,0.73,9.71,0.0,0.0,0.0,3,Sunday
UberX,2023-12-24 03:38:00,0:06:47,3.3,1016,1055,11.56,2.89,0.61,8.06,0.0,0.0,0.0,3,Sunday
Saver,2023-12-24 03:43:00,0:07:09,3.14,1055,1058,8.86,1.68,0.35,6.83,0.0,0.0,0.0,3,Sunday
UberX,2023-12-26 07:16:00,0:16:33,8.2,1185,1075,18.07,4.52,0.95,12.6,0.0,0.0,0.0,7,Tuesday
UberX,2023-12-26 07:55:00,0:09:24,3.93,1054,1182,11.45,2.86,0.6,9.99,0.0,2.0,0.0,7,Tuesday
UberX,2023-12-26 08:15:00,0:08:44,3.71,1076,1054,11.67,2.92,0.61,8.14,0.0,0.0,0.0,8,Tuesday
Saver,2023-12-26 08:36:00,0:18:59,15.04,1071,1118,23.53,4.47,0.94,18.12,0.0,0.0,0.0,8,Tuesday
UberX,2023-12-26 09:31:00,0:18:52,15.79,1118,1016,27.1,6.7,2.13,18.27,5.58,0.0,0.0,9,Tuesday
Saver,2023-12-26 10:34:00,0:17:13,14.69,1054,1118,23.46,4.46,0.94,18.06,0.0,0.0,0.0,10,Tuesday
UberX,2023-12-26 11:08:00,0:15:25,15.07,1118,1077,23.47,5.79,1.94,15.74,5.39,0.0,0.0,11,Tuesday
UberX,2023-12-26 11:37:00,0:08:47,2.97,1072,1091,10.03,2.51,0.53,6.99,0.0,0.0,0.0,11,Tuesday
UberX,2023-12-26 11:56:00,0:12:39,5.14,1097,1012,13.94,3.49,0.73,9.72,0.0,0.0,0.0,11,Tuesday
Saver,2023-12-26 14:01:00,0:24:42,13.61,1021,1061,21.33,4.05,0.85,16.43,0.0,0.0,0.0,14,Tuesday
UberX,2023-12-26 14:34:00,0:41:15,8.32,1062,1012,35.23,8.81,1.85,24.57,0.0,0.0,0.0,14,Tuesday
UberX,2023-12-26 15:16:00,0:14:21,4.1,1012,1072,14.98,14.98,0.79,10.44,0.0,0.0,0.0,15,Tuesday
UberX,2023-12-26 15:33:00,0:10:09,3.07,1017,1091,10.84,2.71,0.57,7.56,0.0,0.0,0.0,15,Tuesday
UberX,2023-12-26 16:13:00,0:18:51,6.08,1017,1012,15.0,3.75,0.79,12.46,0.0,2.0,0.0,16,Tuesday
UberX,2023-12-26 16:28:00,0:14:39,3.31,1013,1016,11.3,2.83,0.59,7.88,0.0,0.0,0.0,16,Tuesday
UberX,2023-12-26 17:04:00,0:20:26,14.76,1017,1118,27.65,6.91,1.45,24.29,0.0,5.0,0.0,17,Tuesday
UberX,2023-12-26 17:29:00,0:14:56,14.52,1118,1072,24.04,5.93,1.97,16.14,5.42,0.0,0.0,17,Tuesday
Saver,2023-12-27 08:18:00,0:18:09,18.38,1187,1114,25.88,4.92,1.03,19.93,0.0,0.0,0.0,8,Wednesday
UberX,2023-12-27 08:58:00,0:12:55,4.6,1097,1071,12.8,3.2,0.67,8.93,0.0,0.0,0.0,8,Wednesday
Saver,2023-12-27 09:19:00,0:14:55,7.95,1071,1043,14.72,2.8,0.59,11.33,0.0,0.0,0.0,9,Wednesday
Saver,2023-12-27 10:05:00,0:12:49,6.55,1043,1011,14.57,2.77,0.58,13.22,0.0,2.0,0.0,10,Wednesday
UberX,2023-12-27 10:22:00,0:07:26,1.66,1012,1016,9.9,2.48,0.52,6.9,0.0,0.0,0.0,10,Wednesday
UberX,2023-12-27 10:53:00,0:15:13,5.68,1016,1093,14.89,3.72,0.78,10.39,0.0,0.0,0.0,10,Wednesday
UberX,2023-12-27 11:24:00,0:12:08,3.94,1093,1071,12.28,3.07,0.64,10.57,0.0,2.0,0.0,11,Wednesday
UberX,2023-12-27 11:40:00,0:15:57,4.58,1071,1092,13.97,3.49,0.73,9.75,0.0,0.0,0.0,11,Wednesday
UberX,2023-12-27 11:54:00,0:13:34,4.23,1019,1011,12.44,3.11,0.65,8.68,0.0,0.0,0.0,11,Wednesday
UberX,2023-12-27 13:51:00,0:15:40,11.8,1025,1114,24.21,6.05,1.27,16.89,0.0,0.0,0.0,13,Wednesday
UberX,2023-12-27 14:29:00,0:08:58,3.5,1096,1072,11.21,2.8,0.59,7.82,0.0,0.0,0.0,14,Wednesday
UberX,2023-12-27 14:50:00,0:16:33,3.27,1054,1015,11.77,2.94,0.62,9.21,0.0,1.0,0.0,14,Wednesday
UberX,2023-12-27 15:27:00,0:12:15,3.61,1077,1074,11.93,2.98,0.63,8.32,0.0,0.0,0.0,15,Wednesday
UberX,2023-12-28 15:13:00,0:26:20,14.62,1187,1072,29.75,7.44,1.56,20.75,0.0,0.0,0.0,15,Thursday
Saver,2023-12-28 16:24:00,0:11:48,4.2,1074,1019,10.01,1.9,0.4,7.71,0.0,0.0,0.0,16,Thursday
UberX,2023-12-28 16:42:00,0:14:52,5.85,1094,1078,23.25,5.81,1.22,16.22,0.0,0.0,0.0,16,Thursday
UberX,2023-12-28 17:03:00,0:14:25,4.17,1082,1054,12.49,3.12,0.66,8.71,0.0,0.0,0.0,17,Thursday
UberX,2023-12-28 17:24:00,0:14:48,3.0,1071,1016,11.68,2.92,0.61,8.15,0.0,0.0,0.0,17,Thursday
Priority,2023-12-28 17:42:00,0:25:39,6.02,1016,1012,22.15,5.54,1.16,16.45,0.0,1.0,0.0,17,Thursday
UberX,2023-12-28 18:14:00,0:17:48,8.25,1011,1013,20.64,5.16,1.08,15.4,0.0,1.0,0.0,18,Thursday
UberX,2023-12-28 18:39:00,0:07:30,2.77,1014,1015,12.06,3.02,0.63,8.41,0.0,0.0,0.0,18,Thursday
UberX,2023-12-28 19:12:00,0:08:52,2.97,1015,1053,9.99,2.5,0.53,6.96,0.0,0.0,0.0,19,Thursday
UberX,2023-12-28 19:24:00,0:04:36,1.46,1054,1052,9.0,2.25,0.47,6.28,0.0,0.0,0.0,19,Thursday
UberX,2023-12-28 19:38:00,0:09:06,5.68,1056,1059,13.49,3.37,0.71,9.41,0.0,0.0,0.0,19,Thursday
UberX,2023-12-28 20:19:00,0:00:00,0.0,1062,1062,9.0,2.25,0.47,6.28,0.0,0.0,0.0,20,Thursday
UberX,2023-12-28 20:29:00,0:11:49,5.53,1066,1071,13.58,3.4,0.71,11.47,0.0,2.0,0.0,20,Thursday
UberX,2023-12-28 21:31:00,0:12:22,4.18,1054,1012,12.77,3.19,0.67,8.91,0.0,0.0,0.0,21,Thursday
UberX,2023-12-28 21:51:00,0:19:25,6.32,1012,1071,17.31,4.33,0.91,12.07,0.0,0.0,0.0,21,Thursday
UberX,2023-12-28 22:51:00,0:06:11,2.09,1071,1053,9.52,2.38,0.5,6.64,0.0,0.0,0.0,22,Thursday
UberX,2023-12-28 23:03:00,0:00:00,0.0,1016,1016,9.5,2.38,0.5,6.62,0.0,0.0,0.0,23,Thursday
Saver,2023-12-28 23:39:00,0:09:46,3.16,1054,1077,8.32,1.58,0.33,6.41,0.0,0.0,0.0,23,Thursday
Saver,2023-12-29 14:11:00,0:26:21,10.37,1186,1073,23.42,4.45,0.93,18.04,0.0,0.0,0.0,14,Friday
UberX,2023-12-29 14:53:00,0:15:34,5.62,1073,1114,17.96,4.49,0.94,12.53,0.0,0.0,0.0,14,Friday
UberX,2023-12-29 15:52:00,0:09:29,1.62,1072,1012,11.77,2.94,0.62,10.21,0.0,2.0,0.0,15,Friday
UberX,2023-12-29 16:12:00,0:29:57,4.76,1016,1017,18.77,4.69,0.98,13.1,0.0,0.0,0.0,16,Friday
UberX,2023-12-29 16:38:00,0:15:18,4.38,1017,1018,18.34,4.59,0.96,12.79,0.0,0.0,0.0,16,Friday
UberX,2023-12-29 17:03:00,0:08:21,2.58,1018,1018,10.91,2.73,0.57,7.61,0.0,0.0,0.0,17,Friday
UberX,2023-12-29 17:04:00,0:18:09,2.81,1018,1012,15.61,3.9,0.82,10.89,0.0,0.0,0.0,17,Friday
UberX,2023-12-29 17:42:00,0:23:13,5.45,1013,1018,22.26,5.57,1.17,15.52,0.0,0.0,0.0,17,Friday
Saver,2023-12-29 19:49:00,0:14:42,6.13,1021,1072,16.55,3.14,0.66,11.66,0.0,0.0,0.0,19,Friday
UberX,2023-12-29 20:18:00,0:10:20,3.17,1016,1014,12.07,3.02,0.63,8.42,0.0,0.0,0.0,20,Friday
Saver,2023-12-29 20:43:00,0:07:47,2.33,1015,1017,8.57,1.63,0.34,6.6,0.0,0.0,0.0,20,Friday
Saver,2023-12-29 20:49:00,0:12:33,3.6,1015,1078,11.35,2.16,0.45,8.74,0.0,0.0,0.0,20,Friday
UberX,2023-12-29 21:17:00,0:13:10,4.25,1078,1017,15.08,3.77,0.79,10.52,0.0,0.0,0.0,21,Friday
UberX,2023-12-29 21:39:00,0:09:53,3.66,1017,1077,13.23,3.31,0.7,9.22,0.0,0.0,0.0,21,Friday
UberX,2023-12-30 14:34:00,0:31:01,12.88,1185,1017,32.19,8.05,1.69,22.45,0.0,0.0,0.0,14,Saturday
UberX,2023-12-30 15:12:00,0:20:35,4.34,1017,1075,14.79,3.7,0.78,11.31,0.0,1.0,0.0,15,Saturday
UberX,2023-12-30 15:26:00,0:05:54,1.67,1075,1058,9.52,2.38,0.5,6.64,0.0,0.0,0.0,15,Saturday
UberX,2023-12-30 16:38:00,0:09:31,2.52,1058,1061,11.23,2.81,0.59,7.83,0.0,0.0,0.0,16,Saturday
UberX,2023-12-30 16:52:00,0:06:37,1.28,1061,1056,9.5,2.38,0.5,6.62,0.0,0.0,0.0,16,Saturday
UberX,2023-12-30 17:14:00,0:11:56,2.72,1057,1015,12.3,3.08,0.65,8.57,0.0,0.0,0.0,17,Saturday
UberX,2023-12-30 17:31:00,0:09:55,4.53,1015,1014,13.96,3.49,0.73,9.74,0.0,0.0,0.0,17,Saturday
UberX,2023-12-30 18:34:00,0:26:15,4.69,1055,1012,36.52,9.13,1.92,25.47,0.0,0.0,0.0,18,Saturday
UberX,2023-12-30 19:20:00,0:15:33,4.45,1016,1091,16.53,4.13,0.87,12.53,0.0,1.0,0.0,19,Saturday
UberX,2023-12-30 19:37:00,0:14:58,5.19,1097,1053,17.72,4.43,0.93,12.36,0.0,0.0,0.0,19,Saturday
UberX,2023-12-30 20:00:00,0:05:38,2.24,1053,1051,9.71,2.43,0.51,6.77,0.0,0.0,0.0,20,Saturday
UberX,2023-12-30 20:11:00,0:00:00,0.0,1051,1051,9.5,2.38,0.5,6.62,0.0,0.0,0.0,20,Saturday
UberX,2023-12-30 20:29:00,0:00:00,0.0,1051,1051,9.5,2.38,0.5,6.62,0.0,0.0,0.0,20,Saturday
UberX,2023-12-30 20:37:00,0:00:00,0.0,1051,1051,9.5,2.38,0.5,6.62,0.0,0.0,0.0,20,Saturday
UberX,2023-12-30 20:44:00,0:12:04,3.8,1051,1012,14.08,3.52,0.74,14.82,0.0,5.0,0.0,20,Saturday
UberX,2024-01-02 12:14:00,0:22:14,11.86,1185,1071,25.94,6.49,1.36,18.09,0.0,0.0,0.0,12,Tuesday
Priority,2024-01-02 12:44:00,0:11:57,3.67,1071,1082,17.14,4.29,0.9,11.95,0.0,0.0,0.0,12,Tuesday
Priority,2024-01-02 13:03:00,0:12:52,13.07,1081,1118,27.62,6.91,1.45,19.26,0.0,0.0,0.0,13,Tuesday
UberX,2024-01-02 13:26:00,0:15:18,14.75,1118,1052,26.52,6.55,2.1,19.87,5.55,2.0,0.0,13,Tuesday
UberX,2024-01-02 13:39:00,0:10:08,3.02,1015,1071,11.89,2.97,0.62,10.3,0.0,2.0,0.0,13,Tuesday
UberX,2024-01-02 13:57:00,0:00:00,0.0,1071,1071,9.0,2.25,0.47,6.28,0.0,0.0,0.0,13,Tuesday
Priority,2024-01-02 14:01:00,0:09:47,2.1,1077,1071,13.0,3.25,0.68,9.07,0.0,0.0,0.0,14,Tuesday
UberX,2024-01-02 14:14:00,0:11:57,4.33,1054,1083,13.27,3.32,0.7,9.25,0.0,0.0,0.0,14,Tuesday
UberX,2024-01-02 14:32:00,0:15:13,5.21,1082,1091,15.36,3.84,0.81,10.71,0.0,0.0,0.0,14,Tuesday
UberX,2024-01-02 14:42:00,0:05:05,1.7,1018,1091,9.9,2.48,0.52,6.9,0.0,0.0,0.0,14,Tuesday
UberX,2024-01-02 15:02:00,0:13:25,4.56,1079,1017,12.56,3.14,0.66,8.76,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-02 15:21:00,0:14:18,4.31,1017,1012,13.96,3.49,0.73,9.74,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-02 15:44:00,0:07:11,5.66,1011,1025,15.52,3.88,0.81,15.83,0.0,5.0,0.0,15,Tuesday
UberX,2024-01-02 16:59:00,0:16:46,6.47,1025,1012,17.32,4.33,0.91,12.08,0.0,0.0,0.0,16,Tuesday
UberX,2024-01-02 17:35:00,0:11:14,3.1,1012,1092,26.1,6.53,1.37,20.2,0.0,2.0,0.0,17,Tuesday
UberX,2024-01-02 17:47:00,0:14:05,5.39,1092,1011,15.56,3.89,0.82,10.85,0.0,0.0,0.0,17,Tuesday
UberX,2024-01-02 18:03:00,0:11:12,3.77,1011,1051,10.84,2.71,0.57,7.56,0.0,0.0,0.0,18,Tuesday
UberX,2024-01-02 18:31:00,0:17:41,15.49,1055,1118,27.72,6.93,1.46,19.33,0.0,0.0,0.0,18,Tuesday
UberX,2024-01-03 11:00:00,0:08:05,5.18,1188,1183,12.51,3.13,0.66,8.72,0.0,0.0,0.0,11,Wednesday
UberX,2024-01-03 11:20:00,0:17:42,14.4,1183,1118,25.45,6.36,1.34,17.75,0.0,0.0,0.0,11,Wednesday
UberX,2024-01-03 12:22:00,0:19:34,15.05,1118,1072,27.09,6.7,2.13,18.26,5.58,0.0,0.0,12,Wednesday
UberX,2024-01-03 12:59:00,0:06:21,1.36,1074,1017,9.12,2.28,0.48,6.36,0.0,0.0,0.0,12,Wednesday
UberX,2024-01-03 13:10:00,0:06:34,1.9,1017,1016,10.01,2.5,0.53,6.98,0.0,0.0,0.0,13,Wednesday
UberX,2024-01-03 13:23:00,0:27:50,18.02,1012,1118,34.44,8.61,1.81,24.02,0.0,0.0,0.0,13,Wednesday
