catagory,date_time,duration,distance_in_km,pickup_by_postcode,dropoff_by_postcode,fare_euro,service_fee_euro,tax,earnings_euro,third_parties,tip,promotion,hour,day_name
UberX,2024-01-03 13:57:00,0:17:53,20.35,1118,1018,36.08,8.94,2.6,24.54,6.05,0.0,0.0,13,Wednesday
UberX,2024-01-03 14:41:00,0:10:16,2.86,1018,1054,10.14,2.54,0.53,7.07,0.0,0.0,0.0,14,Wednesday
UberX,2024-01-03 14:57:00,0:14:42,3.47,1071,1012,12.34,3.09,0.65,8.6,0.0,0.0,0.0,14,Wednesday
UberX,2024-01-03 15:18:00,0:26:22,14.85,1012,1033,31.05,7.76,1.63,21.66,0.0,0.0,0.0,15,Wednesday
UberX,2024-01-03 16:53:00,0:27:20,25.36,1033,1118,41.72,10.43,2.19,29.1,0.0,0.0,0.0,16,Wednesday
UberX,2024-01-03 17:36:00,0:21:11,21.01,1118,1018,36.34,9.01,2.61,24.72,6.06,0.0,0.0,17,Wednesday
UberX,2024-01-03 18:15:00,0:13:00,4.59,1017,1082,13.79,3.45,0.72,9.62,0.0,0.0,0.0,18,Wednesday
Saver,2024-01-04 08:01:00,0:18:35,18.37,1187,1114,23.93,4.55,0.96,18.42,0.0,0.0,0.0,8,Thursday
UberX,2024-01-04 08:50:00,0:12:55,11.53,1115,1058,21.1,5.28,1.11,14.71,0.0,0.0,0.0,8,Thursday
UberX,2024-01-04 09:10:00,0:12:13,4.14,1058,1017,11.58,2.9,0.61,8.07,0.0,0.0,0.0,9,Thursday
UberX,2024-01-04 10:14:00,0:29:41,23.2,1017,1118,31.54,7.89,1.66,21.99,0.0,0.0,0.0,10,Thursday
UberX,2024-01-04 10:48:00,0:25:35,15.56,1118,1017,28.93,7.16,2.22,20.55,5.67,1.0,0.0,10,Thursday
UberX,2024-01-04 11:28:00,0:12:42,3.58,1017,1012,13.48,3.37,0.71,9.4,0.0,0.0,0.0,11,Thursday
UberX,2024-01-04 11:47:00,0:11:30,3.42,1011,1012,12.26,3.07,0.64,8.55,0.0,0.0,0.0,11,Thursday
UberX,2024-01-04 12:06:00,0:10:46,3.25,1012,1011,11.13,2.78,0.58,7.77,0.0,0.0,0.0,12,Thursday
UberX,2024-01-04 14:23:00,0:12:50,7.68,1025,1097,17.87,4.47,0.94,12.46,0.0,0.0,0.0,14,Thursday
UberX,2024-01-04 14:55:00,0:09:16,2.55,1097,1072,11.15,2.79,0.59,7.77,0.0,0.0,0.0,14,Thursday
UberX,2024-01-04 15:12:00,0:22:31,4.62,1071,1012,16.42,4.11,0.86,11.45,0.0,0.0,0.0,15,Thursday
UberX,2024-01-04 16:02:00,0:00:00,0.0,1011,1011,9.0,2.25,0.47,6.28,0.0,0.0,0.0,16,Thursday
UberX,2024-01-04 16:24:00,0:09:38,3.1,1018,1098,10.8,2.7,0.57,7.53,0.0,0.0,0.0,16,Thursday
UberX,2024-01-04 16:55:00,0:14:12,3.94,1091,1077,12.62,3.16,0.66,8.8,0.0,0.0,0.0,16,Thursday
Saver,2024-01-04 17:38:00,0:07:54,4.47,1183,1186,8.91,1.69,0.35,6.87,0.0,0.0,0.0,17,Thursday
UberX,2024-01-05 10:26:00,0:16:23,12.97,1187,1118,26.26,6.57,1.38,19.31,0.0,1.0,0.0,10,Friday
UberX,2024-01-05 11:14:00,0:14:26,17.77,1118,1096,27.8,6.87,2.16,18.77,5.61,0.0,0.0,11,Friday
UberX,2024-01-05 11:46:00,0:22:57,13.77,1096,1053,28.86,7.22,1.52,20.12,0.0,0.0,0.0,11,Friday
UberX,2024-01-05 12:08:00,0:10:46,2.34,1016,1071,10.72,2.68,0.56,7.48,0.0,0.0,0.0,12,Friday
UberX,2024-01-05 12:29:00,0:15:56,5.14,1071,1012,18.23,4.56,0.96,14.71,0.0,2.0,0.0,12,Friday
UberX,2024-01-05 12:49:00,0:15:13,4.2,1016,1075,17.76,4.44,0.93,12.39,0.0,0.0,0.0,12,Friday
UberX,2024-01-05 13:04:00,0:11:10,3.24,1076,1054,12.79,3.2,0.67,8.92,0.0,0.0,0.0,13,Friday
UberX,2024-01-05 13:27:00,0:06:58,1.5,1071,1054,11.19,2.8,0.59,7.8,0.0,0.0,0.0,13,Friday
UberX,2024-01-05 13:39:00,0:07:41,2.06,1054,1052,9.87,2.47,0.52,6.88,0.0,0.0,0.0,13,Friday
UberX,2024-01-05 16:04:00,0:14:35,3.98,1012,1019,16.52,4.13,0.87,11.52,0.0,0.0,0.0,16,Friday
UberX,2024-01-05 16:45:00,0:14:29,5.35,1015,1019,16.42,4.11,0.86,11.45,0.0,0.0,0.0,16,Friday
UberX,2024-01-05 17:04:00,0:21:01,24.28,1019,1118,41.86,10.47,2.2,31.19,2.2,0.0,0.0,17,Friday
UberX,2024-01-05 17:47:00,0:18:43,13.66,1118,1053,25.19,6.22,2.03,16.94,5.48,0.0,0.0,17,Friday
Saver,2024-01-05 18:33:00,0:13:29,3.56,1054,1083,11.03,2.1,0.44,8.49,0.0,0.0,0.0,18,Friday
Saver,2024-01-06 10:39:00,0:27:11,21.73,1185,1012,33.22,6.31,1.33,26.58,0.0,1.0,0.0,10,Saturday
UberX,2024-01-06 11:15:00,0:15:42,7.24,1012,1031,16.4,4.1,0.86,11.44,0.0,0.0,0.0,11,Saturday
UberX,2024-01-06 11:50:00,0:16:00,7.37,1031,1011,20.46,5.12,1.08,14.26,0.0,0.0,0.0,11,Saturday
UberX,2024-01-06 12:10:00,0:15:02,4.59,1012,1054,15.68,3.92,0.82,10.94,0.0,0.0,0.0,12,Saturday
UberX,2024-01-06 12:34:00,0:32:12,16.34,1054,1118,36.39,9.1,1.91,25.38,0.0,0.0,0.0,12,Saturday
UberX,2024-01-06 14:39:00,0:16:38,19.58,1118,1102,31.8,7.87,1.65,21.56,5.48,0.0,0.0,14,Saturday
Saver,2024-01-06 16:53:00,0:07:11,2.25,1112,1111,8.5,1.62,0.34,6.54,0.0,0.0,0.0,16,Saturday
Saver,2024-01-06 17:30:00,0:19:57,17.19,1097,1063,26.21,4.98,1.05,20.18,0.0,0.0,0.0,17,Saturday
Saver,2024-01-06 17:57:00,0:17:31,6.15,1046,1068,14.3,2.72,0.57,11.01,0.0,0.0,0.0,17,Saturday
Saver,2024-01-06 18:47:00,0:11:04,3.97,1065,1071,13.44,2.55,0.54,10.35,0.0,0.0,0.0,18,Saturday
UberX,2024-01-06 19:03:00,0:19:15,7.3,1071,1013,20.12,5.03,1.06,24.03,0.0,10.0,0.0,19,Saturday
UberX,2024-01-06 19:30:00,0:17:55,5.97,1013,1017,16.9,4.23,0.89,11.78,0.0,0.0,0.0,19,Saturday
Saver,2024-01-06 19:59:00,0:12:55,7.45,1077,1186,15.34,2.91,0.61,11.82,0.0,0.0,0.0,19,Saturday
Saver,2024-01-23 07:50:00,0:16:50,14.36,1186,1112,17.83,3.39,0.71,13.73,0.0,0.0,0.0,7,Tuesday
UberX,2024-01-23 08:19:00,0:08:04,5.41,1102,1097,12.54,3.14,0.66,8.74,0.0,0.0,0.0,8,Tuesday
UberX,2024-01-23 08:31:00,0:20:13,14.68,1091,1061,26.29,6.57,1.38,18.34,0.0,0.0,0.0,8,Tuesday
UberX,2024-01-23 08:59:00,0:12:56,13.51,1056,1118,24.79,6.2,1.3,17.29,0.0,0.0,0.0,8,Tuesday
UberX,2024-01-23 09:50:00,0:12:41,10.37,1118,1059,20.67,5.09,1.79,13.79,0.0,0.0,0.0,9,Tuesday
UberX,2024-01-23 10:14:00,0:08:22,3.1,1065,1075,10.06,2.52,0.53,7.01,0.0,0.0,0.0,10,Tuesday
UberX,2024-01-23 10:44:00,0:15:11,4.59,1075,1017,13.97,3.49,0.73,9.75,0.0,0.0,0.0,10,Tuesday
UberX,2024-01-23 11:49:00,0:15:25,3.31,1012,1071,10.34,2.59,0.54,9.21,0.0,2.0,0.0,11,Tuesday
UberX,2024-01-23 15:20:00,0:09:38,3.12,1183,1077,9.0,2.25,0.47,6.28,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-23 15:36:00,0:10:37,3.35,1082,1075,10.91,2.73,0.57,7.61,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-23 15:51:00,0:21:13,6.92,1075,1093,18.91,4.73,0.99,13.19,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-23 16:41:00,0:12:08,3.9,1098,1079,12.41,3.1,0.65,8.66,0.0,0.0,0.0,16,Tuesday
UberX,2024-01-23 17:08:00,0:30:11,7.64,1079,1012,19.93,4.98,0,19.95,0.0,0.0,5.0,17,Tuesday
UberX,2024-01-23 17:52:00,0:12:26,2.45,1016,1012,14.21,3.55,0.3,15.96,0.0,0.0,5.0,17,Tuesday
UberX,2024-01-23 18:05:00,0:24:10,8.98,1012,1033,22.86,5.72,0.15,21.99,0.0,0.0,5.0,18,Tuesday
UberX,2024-01-23 18:35:00,0:14:12,6.96,1032,1091,18.12,4.53,0.95,12.64,0.0,0.0,0.0,18,Tuesday
UberX,2024-01-23 19:00:00,0:15:06,10.15,1091,1105,21.74,5.44,1.14,15.16,0.0,0.0,0.0,19,Tuesday
UberX,2024-01-24 08:08:00,0:22:37,9.88,1188,1096,20.58,5.15,1.08,14.35,0.0,0.0,0.0,8,Wednesday
UberX,2024-01-24 08:39:00,0:16:41,3.16,1079,1082,15.48,3.87,0.24,16.85,0.0,0.0,5.0,8,Wednesday
UberX,2024-01-24 09:09:00,0:15:41,13.55,1082,1118,27.09,6.77,1.42,18.9,0.0,0.0,0.0,9,Wednesday
UberX,2024-01-24 09:34:00,0:17:21,16.52,1118,1052,28.99,7.17,2.23,19.59,5.68,0.0,0.0,9,Wednesday
UberX,2024-01-24 10:09:00,0:16:21,6.46,1015,1093,16.06,4.02,0.84,11.2,0.0,0.0,0.0,10,Wednesday
UberX,2024-01-24 10:25:00,0:14:37,5.47,1093,1083,15.58,3.9,0.82,10.86,0.0,0.0,0.0,10,Wednesday
UberX,2024-01-24 11:08:00,0:05:24,2.26,1078,1083,9.5,2.38,0.5,6.62,0.0,0.0,0.0,11,Wednesday
UberX,2024-01-24 12:06:00,0:14:12,15.05,1083,1118,26.13,6.53,1.37,18.23,0.0,0.0,0.0,12,Wednesday
UberX,2024-01-24 14:32:00,0:13:46,12.55,1118,1075,22.47,5.54,1.88,15.05,5.33,0.0,0.0,14,Wednesday
Saver,2024-01-24 15:15:00,0:14:30,2.71,1054,1071,9.04,1.72,0.36,6.96,0.0,0.0,0.0,15,Wednesday
Saver,2024-01-24 15:35:00,0:18:06,7.55,1077,1043,18.08,3.44,0.72,13.92,0.0,0.0,0.0,15,Wednesday
UberX,2024-01-24 16:02:00,0:21:56,6.66,1043,1012,17.27,4.32,0.91,15.04,0.0,3.0,0.0,16,Wednesday
UberX,2024-01-24 16:49:00,0:16:12,6.25,1012,1014,14.11,3.53,0.74,9.84,0.0,0.0,0.0,16,Wednesday
UberX,2024-01-24 17:09:00,0:09:27,4.06,1014,1057,11.76,2.94,0.43,14.25,0.0,0.0,5.0,17,Wednesday
UberX,2024-01-24 17:27:00,0:03:10,1.0,1061,1061,9.0,2.25,0.58,12.33,0.0,0.0,5.0,17,Wednesday
UberX,2024-01-24 17:49:00,0:06:34,2.23,1061,1057,9.0,2.25,0.47,11.28,0.0,5.0,0.0,17,Wednesday
Saver,2024-01-24 18:14:00,0:24:08,11.02,1071,1104,20.89,3.97,0.22,22.14,0.0,0.0,5.0,18,Wednesday
UberX,2024-01-25 08:04:00,0:16:09,8.44,1186,1102,20.08,5.02,1.05,14.01,0.0,0.0,0.0,8,Thursday
UberX,2024-01-25 08:41:00,0:12:41,8.88,1104,1093,19.37,4.84,1.02,13.51,0.0,0.0,0.0,8,Thursday
UberX,2024-01-25 08:44:00,0:12:20,3.93,1095,1011,10.91,2.73,0.48,15.66,0.0,2.0,5.0,8,Thursday
UberX,2024-01-25 09:17:00,0:16:44,3.07,1011,1071,12.1,3.03,0.64,8.43,0.0,0.0,0.0,9,Thursday
UberX,2024-01-25 09:40:00,0:09:15,3.31,1054,1082,11.98,3.0,0.63,8.35,0.0,0.0,0.0,9,Thursday
Saver,2024-01-25 10:25:00,0:16:11,9.38,1013,1064,16.39,3.11,0.65,12.63,0.0,0.0,0.0,10,Thursday
UberX,2024-01-25 11:00:00,0:12:42,4.92,1061,1076,16.42,4.11,0.86,11.45,0.0,0.0,0.0,11,Thursday
Saver,2024-01-25 11:46:00,0:20:32,5.24,1076,1016,13.54,2.57,0.54,10.43,0.0,0.0,0.0,11,Thursday
Saver,2024-01-25 13:35:00,0:08:00,3.77,1083,1181,9.91,1.88,0.39,7.64,0.0,0.0,0.0,13,Thursday
UberX,2024-01-25 14:28:00,0:14:56,7.2,1185,1076,17.1,4.28,0.9,11.92,0.0,0.0,0.0,14,Thursday
UberX,2024-01-25 14:54:00,0:09:08,2.98,1075,1077,9.6,2.4,0.5,6.7,0.0,0.0,0.0,14,Thursday
UberX,2024-01-25 15:10:00,0:14:43,3.27,1082,1071,12.13,3.03,0.64,8.46,0.0,0.0,0.0,15,Thursday
UberX,2024-01-25 15:45:00,0:19:38,3.91,1071,1012,19.55,4.89,1.03,18.63,0.0,5.0,0.0,15,Thursday
UberX,2024-01-25 16:07:00,0:00:00,0.0,1012,1012,9.0,2.25,0.47,6.28,0.0,0.0,0.0,16,Thursday
UberX,2024-01-25 16:21:00,0:20:08,5.53,1012,1054,16.81,4.2,0.88,11.73,0.0,0.0,0.0,16,Thursday
UberX,2024-01-25 16:57:00,0:19:03,4.81,1016,1079,15.46,3.87,0.81,10.78,0.0,0.0,0.0,16,Thursday
UberX,2024-01-25 17:25:00,0:16:06,6.12,1096,1012,17.54,4.39,0.13,19.28,0.0,1.0,5.0,17,Thursday
Saver,2024-01-25 18:08:00,0:15:18,4.53,1018,1015,12.87,2.45,0.54,16.96,0.0,1.0,5.0,18,Thursday
UberX,2024-01-25 18:35:00,0:20:24,5.54,1016,1082,17.89,4.47,0.11,20.53,0.0,2.0,5.0,18,Thursday
UberX,2024-01-25 18:58:00,0:05:11,1.99,1082,1082,11.3,2.83,0.46,13.93,0.0,0.0,5.0,18,Thursday
UberX,2024-01-26 08:07:00,0:13:24,8.3,1186,1081,20.36,5.09,1.07,14.2,0.0,0.0,0.0,8,Friday
UberX,2024-01-26 08:41:00,0:20:02,5.46,1082,1053,21.98,5.5,0.11,21.37,0.0,0.0,5.0,8,Friday
UberX,2024-01-26 09:08:00,0:12:32,4.98,1017,1059,16.09,4.02,0.84,11.23,0.0,0.0,0.0,9,Friday
UberX,2024-01-26 09:32:00,0:10:39,4.72,1059,1082,15.25,3.81,3.81,10.64,0.0,0.0,0.0,9,Friday
UberX,2024-01-26 09:48:00,0:06:11,1.89,1077,1071,9.5,2.38,0.5,6.62,0.0,0.0,0.0,9,Friday
UberX,2024-01-26 10:20:00,0:11:35,3.88,1071,1092,14.95,3.74,0.79,10.42,0.0,0.0,0.0,10,Friday
UberX,2024-01-26 10:34:00,0:09:27,2.83,1091,1071,12.51,3.13,0.66,8.72,0.0,0.0,0.0,10,Friday
UberX,2024-01-26 10:53:00,0:22:54,5.92,1071,1012,20.72,5.18,1.09,14.45,0.0,0.0,0.0,10,Friday
UberX,2024-01-26 11:56:00,0:05:24,3.35,1018,1021,11.84,2.96,0.62,8.26,0.0,0.0,0.0,11,Friday
UberX,2024-01-26 14:12:00,0:18:32,7.32,1021,1071,22.92,5.73,1.2,15.99,0.0,0.0,0.0,14,Friday
UberX,2024-01-26 14:41:00,0:10:34,2.17,1071,1016,11.42,2.86,0.6,7.96,0.0,0.0,0.0,14,Friday
UberX,2024-01-26 15:03:00,0:17:56,5.48,1017,1081,20.33,5.08,1.07,14.18,0.0,0.0,0.0,15,Friday
UberX,2024-01-26 15:28:00,0:27:46,7.69,1077,1012,24.28,6.07,1.27,16.94,0.0,0.0,0.0,15,Friday
UberX,2024-01-26 16:04:00,0:18:58,4.02,1017,1016,17.44,4.36,0.13,18.21,0.0,0.0,5.0,16,Friday
UberX,2024-01-26 17:01:00,0:22:40,6.65,1015,1079,22.3,5.58,0.12,25.6,0.0,4.0,5.0,17,Friday
Saver,2024-01-26 17:28:00,0:08:21,2.47,1078,1098,9.8,1.86,0.66,13.6,0.0,0.0,5.0,17,Friday
UberX,2024-01-26 17:45:00,0:18:02,4.8,1097,1017,16.64,4.16,0.18,17.66,0.0,0.0,5.0,17,Friday
UberX,2024-01-26 18:13:00,0:11:44,2.69,1017,1015,12.49,3.12,0.39,14.76,0.0,0.0,5.0,18,Friday
UberX,2024-01-26 18:34:00,0:14:08,5.26,1013,1018,16.38,4.1,0.19,19.47,0.0,2.0,5.0,18,Friday
UberX,2024-01-26 19:05:00,0:13:47,2.66,1073,1016,12.81,3.2,0.38,14.99,0.0,0.0,5.0,19,Friday
Saver,2024-01-26 19:42:00,0:08:01,2.23,1015,1016,8.5,1.62,0.71,12.59,0.0,0.0,5.0,19,Friday
Saver,2024-01-26 20:16:00,0:12:50,8.58,1083,1187,16.36,3.11,0.65,13.6,0.0,1.0,0.0,20,Friday
UberX,2024-01-27 10:07:00,0:23:57,18.33,1185,1013,32.59,8.15,1.71,22.73,0.0,0.0,0.0,10,Saturday
UberX,2024-01-27 10:58:00,0:18:03,7.58,1066,1016,20.54,5.14,1.08,14.32,0.0,0.0,0.0,10,Saturday
UberX,2024-01-27 12:30:00,0:10:04,2.91,1056,1054,12.01,3.0,0.63,8.38,0.0,0.0,0.0,12,Saturday
UberX,2024-01-27 12:48:00,0:15:32,4.69,1053,1011,17.4,4.35,0.91,13.14,0.0,1.0,0.0,12,Saturday
UberX,2024-01-27 13:12:00,0:14:39,5.45,1011,1014,16.55,4.14,0.87,11.54,0.0,0.0,0.0,13,Saturday
Saver,2024-01-27 14:34:00,0:10:46,3.28,1051,1017,11.08,2.11,0.44,8.53,0.0,0.0,0.0,14,Saturday
UberX,2024-01-27 14:48:00,0:10:14,1.96,1017,1015,11.74,2.94,0.62,8.18,0.0,0.0,0.0,14,Saturday
UberX,2024-01-27 15:06:00,0:14:19,4.26,1016,1092,17.41,4.35,4.35,17.15,0.0,5.0,0.0,15,Saturday
UberX,2024-01-27 15:33:00,0:28:32,9.33,1094,1056,27.82,6.96,1.46,19.4,0.0,0.0,0.0,15,Saturday
UberX,2024-01-27 16:45:00,0:20:51,15.52,1056,1093,30.99,7.75,0.58,27.66,0.0,0.0,5.0,16,Saturday
UberX,2024-01-27 17:19:00,0:18:53,4.65,1018,1012,18.08,4.52,0.1,18.66,0.0,0.0,5.0,17,Saturday
UberX,2024-01-27 17:45:00,0:15:25,4.67,1012,1011,18.15,4.54,0.1,19.71,0.0,1.0,5.0,17,Saturday
UberX,2024-01-27 18:07:00,0:18:38,5.22,1019,1017,18.28,4.57,0.09,18.8,0.0,0.0,5.0,18,Saturday
Saver,2024-01-27 18:38:00,0:11:54,2.8,1054,1017,10.34,1.96,0.64,14.02,0.0,0.0,5.0,18,Saturday
Saver,2024-01-27 19:05:00,0:05:05,2.32,1072,1093,8.54,1.62,0.71,12.63,0.0,0.0,5.0,19,Saturday
UberX,2024-01-27 19:21:00,0:14:09,4.39,1092,1016,14.33,3.58,0.3,16.05,0.0,0.0,5.0,19,Saturday
UberX,2024-01-27 19:47:00,0:13:05,3.44,1016,1074,11.97,2.99,0.42,14.4,0.0,0.0,5.0,19,Saturday
UberX,2024-01-27 20:08:00,0:11:39,3.54,1078,1017,13.94,3.49,0.73,9.72,0.0,0.0,0.0,20,Saturday
UberX,2024-01-27 20:38:00,0:04:29,1.33,1016,1053,9.5,2.38,0.5,6.62,0.0,0.0,0.0,20,Saturday
UberX,2024-01-27 20:57:00,0:15:03,6.33,1053,1067,19.33,4.83,1.01,13.49,0.0,0.0,0.0,20,Saturday
Saver,2024-01-27 21:25:00,0:25:10,18.38,1064,1072,31.6,6.0,1.26,24.34,0.0,0.0,0.0,21,Saturday
Saver,2024-01-30 07:30:00,0:00:00,0.0,1186,1186,8.0,1.52,0.32,6.16,0.0,0.0,0.0,7,Tuesday
UberX,2024-01-30 07:49:00,0:11:55,10.21,1186,1101,19.71,4.93,1.04,13.74,0.0,0.0,0.0,7,Tuesday
UberX,2024-01-30 08:05:00,0:22:10,10.93,1104,1075,25.68,6.42,1.35,19.91,0.0,2.0,0.0,8,Tuesday
UberX,2024-01-30 08:37:00,0:09:05,2.96,1071,1082,10.57,2.64,0.39,12.82,0.0,0.0,4.5,8,Tuesday
UberX,2024-01-30 08:50:00,0:22:43,14.39,1082,1022,32.72,8.18,0.77,28.27,0.0,0.0,4.5,8,Tuesday
Saver,2024-01-30 09:18:00,0:31:58,12.47,1031,1043,22.2,4.22,0.89,17.09,0.0,0.0,0.0,9,Tuesday
UberX,2024-01-30 10:36:00,0:08:37,3.11,1043,1051,9.7,2.43,0.51,6.76,0.0,0.0,0.0,10,Tuesday
Saver,2024-01-30 11:00:00,0:11:37,6.38,1051,1062,13.03,2.48,0.52,10.03,0.0,0.0,0.0,11,Tuesday
Saver,2024-01-30 11:19:00,0:11:49,8.1,1065,1013,14.92,2.83,0.59,11.5,0.0,0.0,0.0,11,Tuesday
UberX,2024-01-30 12:39:00,0:15:47,16.25,1055,1112,26.72,6.68,1.4,18.64,0.0,0.0,0.0,12,Tuesday
UberX,2024-01-30 15:20:00,0:17:50,16.57,1112,1055,30.33,7.58,1.59,21.16,0.0,0.0,0.0,15,Tuesday
Saver,2024-01-30 15:45:00,0:09:29,4.75,1055,1058,11.28,2.14,0.45,8.69,0.0,0.0,0.0,15,Tuesday
UberX,2024-01-30 16:03:00,0:21:10,12.03,1058,1118,23.33,5.83,1.22,16.28,0.0,0.0,0.0,16,Tuesday
UberX,2024-01-30 16:26:00,0:41:29,10.94,1118,1058,23.98,5.92,1.96,16.1,5.41,0.0,0.0,16,Tuesday
UberX,2024-01-30 17:14:00,0:14:49,1.96,1058,1076,9.02,2.26,0.47,11.73,0.0,0.0,4.5,17,Tuesday
UberX,2024-01-30 17:30:00,0:35:47,5.7,1077,1015,18.02,4.51,0,18.01,0.0,0.0,4.5,17,Tuesday
UberX,2024-01-30 18:14:00,0:14:42,4.46,1016,1078,16.62,4.16,0.07,17.03,0.0,0.0,4.5,18,Tuesday
UberX,2024-01-30 18:38:00,0:16:02,7.71,1082,1186,19.62,4.91,0.09,19.12,0.0,0.0,4.5,18,Tuesday
UberX,2024-01-31 07:39:00,0:13:11,11.08,1188,1105,23.71,5.93,1.25,16.53,0.0,0.0,0.0,7,Wednesday
Saver,2024-01-31 08:08:00,0:18:10,11.41,1105,1092,19.13,3.63,0.76,14.74,0.0,0.0,0.0,8,Wednesday
UberX,2024-01-31 08:31:00,0:17:06,5.63,1018,1077,19.11,4.78,0.06,18.77,0.0,0.0,4.5,8,Wednesday
UberX,2024-01-31 09:00:00,0:12:39,10.98,1076,1182,20.81,5.2,1.09,14.52,0.0,0.0,0.0,9,Wednesday
UberX,2024-01-31 09:33:00,0:10:50,12.0,1118,1054,21.87,5.39,1.85,14.63,0.0,0.0,0.0,9,Wednesday
UberX,2024-01-31 10:10:00,0:16:14,3.47,1053,1015,10.69,2.67,0.56,7.46,0.0,0.0,0.0,10,Wednesday
UberX,2024-01-31 11:25:00,0:25:57,6.74,1015,1083,19.34,4.84,1.02,13.48,0.0,0.0,0.0,11,Wednesday
UberX,2024-01-31 13:24:00,0:19:24,5.53,1083,1017,14.25,3.56,0.75,9.94,0.0,0.0,0.0,13,Wednesday
UberX,2024-01-31 14:08:00,0:16:57,5.06,1017,1011,11.57,2.89,0.61,8.07,0.0,0.0,0.0,14,Wednesday
UberX,2024-01-31 15:01:00,0:11:59,3.92,1012,1092,13.01,3.25,0.68,11.08,0.0,2.0,0.0,15,Wednesday
UberX,2024-01-31 15:30:00,0:21:07,21.16,1018,1118,35.27,8.82,1.85,24.6,0.0,0.0,0.0,15,Wednesday
UberX,2024-01-31 15:56:00,0:29:07,16.1,1118,1051,31.69,7.85,2.37,21.47,5.82,0.0,0.0,15,Wednesday
UberX,2024-01-31 16:46:00,0:12:24,6.2,1051,1046,16.09,4.02,0.84,13.23,0.0,2.0,0.0,16,Wednesday
UberX,2024-01-31 17:14:00,0:12:40,5.85,1044,1051,16.02,4.01,0.84,11.17,0.0,0.0,0.0,17,Wednesday
Saver,2024-01-31 17:41:00,0:14:47,2.91,1051,1012,9.05,1.72,0.58,12.41,0.0,0.0,4.5,17,Wednesday
UberX,2024-01-31 18:14:00,0:19:43,15.91,1071,1118,28.94,7.24,0.58,27.62,0.0,2.0,4.5,18,Wednesday
